fontTitleLarge,google-symbols,V56sed,CpfJee,hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (2),W4Efsd (3),UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd (2),R8c4Qb (2),W4Efsd (4),W4Efsd (5),W4Efsd (6),doJOZc,W4Efsd (7),e4rVHe,qBF1Pd (2),ah5Ghc,M4A5Cf,ah5Ghc (2)
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f5938380a5a68d:0x846e8c512885715f!8m2!3d31.0787143!4d29.7368952!16s%2Fg%2F11fkn0df63!19sChIJjaalgIOT9RQRX3GFKFGMboQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتور لخدمات المحمول,الدكتور لخدمات المحمول,5.0,(3),متجر هواتف جوالة,·,طريق اسكندريه - مطروح، شارع ك٢١,011 17570498,,,Directions,,,·,Closed,· Opens 10 AM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A7%D8%AF%D9%84+%D9%85%D8%AD%D9%85%D9%88%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a41a94f1:0xb8d5134d2b19a5a6!8m2!3d31.100742!4d29.769456!16s%2Fg%2F11h10_x4jz!19sChIJ8ZQapMGU9RQRpqUZK00T1bg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عادل محمود,دكتور عادل محمود,4.0,(61),طبيب أنف وأذن وحنجرة,·,"شارع الهانوفيل متفرع من, Alexandria - Marsa Matrouh Rd",03 3030146,,,Directions,,,·,Closed,· Opens 12 PM,,·,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%81%D8%AA%D8%AD%D9%8A+%D9%81%D8%B1%D8%BA%D9%84%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f59500633a9f47:0x37353a3d10111fe9!8m2!3d31.0913418!4d29.7579889!16s%2Fg%2F11yjghfnzn!19sChIJR586YwCV9RQR6R8RED06NTc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد فتحي فرغلي,دكتور محمد فتحي فرغلي,5.0,(3),طبيب,·,"١٧.٥ طريق اسكندرية مطروح, Abou Youssef",012 20066972,,,Directions,,,,,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF.+%D8%A7%D8%B3%D9%84%D8%A7%D9%85+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D9%86%D8%B9%D9%85+%D8%A7%D8%A8%D9%88+%D8%B2%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f59490cad57df9:0x9d43298946da32e2!8m2!3d31.0922726!4d29.7599663!16s%2Fg%2F11fkw6_zcp!19sChIJ-X3VypCU9RQR4jLaRokpQ50?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د. اسلام عبد المنعم ابو زيد,د. اسلام عبد المنعم ابو زيد,3.9,(17),عيادة طب العيون,·,١٧.٥ طريق اسكندرية مطروح، أبو يوسف,011 20600161,,,Directions,,,,,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B7%D8%A7%D8%B1%D9%82+%D8%A7%D9%84%D9%87%D8%AC%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594d1e016c699:0x3bdaf033bcc47b89!8m2!3d31.105897!4d29.7811283!16s%2Fg%2F11h6gj3wq9!19sChIJmcYW4NGU9RQRiXvEvDPw2js?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتور طارق الهجين,الدكتور طارق الهجين,4.5,(25),طبيب أنف وأذن وحنجرة,·,"بجوار ميديكال سنتر،, Alexandria - Marsa Matrouh Rd",012 21200165,https://www.altibbi.com/%D8%A7%D9%84%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%B7%D8%A8%D9%8A/%D8%B7%D8%A7%D8%B1%D9%82-%D8%A7%D9%84%D9%87%D8%AC%D9%8A%D9%86-71864,,Website,,Directions,Closed,·,· Opens 1 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%AC%D9%85%D8%A7%D9%84+%D8%BA%D8%A7%D9%86%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f594bf539607b9:0xd25d1128a9277371!8m2!3d31.0984291!4d29.7712511!16s%2Fg%2F11h6rzjqkv!19sChIJuQeWU7-U9RQRcXMnqSgRXdI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد جمال غانم,دكتور محمد جمال غانم,4.7,(31),طبيب أطفال,·,طريق اسكندرية مطروح مقابل ميدان الهانوفيل فوق اسواق فتح الله,010 08838586,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D9%85%D8%AD%D9%85%D8%AF-%D8%AC%D9%85%D8%A7%D9%84-%D8%BA%D8%A7%D9%86%D9%85-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-%D9%88-%D8%AD%D8%AF%D9%8A%D8%AB%D9%8A-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D8%AF%D8%A9,,Website,,Directions,Closed,·,· Opens 4 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%2F+%D8%B5%D8%A7%D8%A8%D8%B1+%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f59490cc457dc1:0x919f98609e227cfb!8m2!3d31.0883314!4d29.7528406!16s%2Fg%2F11h12rpwwp!19sChIJwX1FzJCU9RQR-3winmCYn5E?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د/ صابر الجمال,د/ صابر الجمال,3.8,(12),جراح تقويم عظام,·,ابو يوسف، امام ابو حجاج بجوار برج الصابرين، شارع مسجد الصابرين، 17 5طريق الإسكندرية,011 48748427,https://m.facebook.com/pages/category/Orthopedist/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9-%D8%AF-%D8%B5%D8%A7%D8%A8%D8%B1-%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D9%84-%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A-%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85-178311309726372/,,Website,,Directions,Closed,·,· Opens 6 PM,,,,,,,
,,,,https://www.google.com/maps/place/WeCare+Dental+Clinics+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D9%88%D9%8A+%D9%83%D9%8A%D8%B1+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86+%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f595334ea01dcf:0xfc01ce0d7744dd69!8m2!3d31.1008125!4d29.7744375!16s%2Fg%2F11tfyxkkk6!19sChIJzx2gTjOV9RQRad1Edw3OAfw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,WeCare Dental Clinics - عيادات وي كير لطب الأسنان العجمي,WeCare Dental Clinics - عيادات وي كير لطب الأسنان العجمي,4.9,(103),عِيادة أسنان,·,"شارع إسكندرية، Mersa Matruh, مطروح،, الهانوفيل، فوق محلات الشناوي للموبايلات",015 03080822,,,Directions,,,·,Closed,· Opens 5 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AD%D8%B3%D9%86+%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85+%D8%B9%D9%88%D8%A7%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f5951bfa260ffd:0xa80d38aa9b8c4bdb!8m2!3d31.0991061!4d29.7664216!16s%2Fg%2F11h6t978pz!19sChIJ_Q8m-huV9RQR20uMm6o4Dag?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عبدالمحسن ابراهيم عواد,دكتور عبدالمحسن ابراهيم عواد,5.0,(1),طبيب أطفال,·,العجمى ابويوسف العجمى ابو يوسف طريق اسكندرية مطروح - الدور الثاني العجمي,02 25983900,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AD%D8%B3%D9%86--%D8%B9%D9%88%D8%A7%D8%AF-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-%D9%88%D8%AD%D8%AF%D9%8A%D8%AB%D9%8A-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D8%AF%D8%A9?utm_source=referral&utm_medium=gmb&utm_campaign=maps,,Website,,Directions,,,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%87%D9%8A%D8%AB%D9%85+%D9%81%D8%A7%D9%8A%D8%AF+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%A7%D9%88%D8%B1%D8%A7%D9%85+%D9%88+%D8%A7%D9%84%D8%AB%D8%AF%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5949ad3faaaa9:0xd1858b41ed630bdf!8m2!3d31.0900195!4d29.7553022!16s%2Fg%2F11dxqj_5r0!19sChIJqar605qU9RQR3wtj7UGLhdE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الاستاذ الدكتور هيثم فايد لجراحة الاورام و الثدي,عيادة الاستاذ الدكتور هيثم فايد لجراحة الاورام و الثدي,3.6,(10),جرَّاح,·,"امام مدارس الاورمان الثانوية الفندقية والكمبيوتر, طريق اسكندرية مطروح, Abou Youssef",010 10076075,https://www.facebook.com/h.fayedsurgicaloncology,,Website,,Directions,,,,,,,,,,
,,,,https://www.google.com/maps/place/Dr.+Heshmat+Botros/data=!4m7!3m6!1s0x14f5daa2bf764fd3:0xe3d0bb717b5ea0a8!8m2!3d31.1044542!4d29.779949!16s%2Fg%2F11f4rdnm0_!19sChIJ0092v6La9RQRqKBee3G70OM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Heshmat Botros,,3.5,(6),طبيب,·,,03 3020886,https://addarea.com/addarea/page/219193/%D8%AF.-%D8%AD%D8%B4%D9%85%D8%AA-%D8%A8%D8%B7%D8%B1%D8%B3/,,Website,,Directions,"4Q3H+QXP, Al Daresa",,,,,,Dr. Heshmat Botros,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D9%87+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D9%85%D8%B1%D9%88+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x14f5eb0b3c95e0b9:0x68c59b9ed195065d!8m2!3d31.0987341!4d29.7714949!16s%2Fg%2F11ytscl1pg!19sChIJueCVPAvr9RQRXQaV0Z6bxWg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عياده دكتور عمرو عبد العزيز,عياده دكتور عمرو عبد العزيز,5.0,(2),مركز طبي,·,Closed,,,,Directions,,,Alexandria - Marsa Matrouh Rd,· Opens 5 PM,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D9%85%D8%B1%D9%88+%D8%A7%D9%84%D9%82%D8%A8%D8%B1%D8%B5%D9%8A+%28+%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%29%E2%80%AD/data=!4m7!3m6!1s0x14f595054885f4ff:0xf4d7c3a310cbba55!8m2!3d31.105009!4d29.7803086!16s%2Fg%2F11mvtwqb18!19sChIJ__SFSAWV9RQRVbrLEKPD1_Q?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عمرو القبرصي ( جراحة ),دكتور عمرو القبرصي ( جراحة ),5.0,(7),جرَّاح,·,Closed,,,,Directions,,,Alexandria - Marsa Matrouh Rd,· Opens 5 PM,,,,,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B3%D9%85%D8%A7%D9%8A%D9%84+%D8%AF%D9%86%D8%AA%D8%A7%D9%84+%D9%83%D9%8A%D8%B1+%D9%84%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86+%D8%A8%D8%A7%D9%84%D9%87%D8%A7%D9%86%D9%88%D9%81%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f5951deb3c82b1:0x68a2c672bc315f59!8m2!3d31.0994541!4d29.7717315!16s%2Fg%2F11tdmq4twb!19sChIJsYI86x2V9RQRWV8xvHLGomg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز سمايل دنتال كير للأسنان بالهانوفيل,مركز سمايل دنتال كير للأسنان بالهانوفيل,3.3,(22),طبيب,·,"2طريق اسكندرية مطروح الرئيسى أمام مدخل, Al Hanouvel",010 97555897,,,Directions,,,·,Closed,· Opens 11 AM,,,,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%84%D8%B7%D9%8A%D9%81+%D9%84%D9%84%D8%A7%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594cfb14583b3:0xe1d489313918a9a3!8m2!3d31.1049609!4d29.7798217!16s%2Fg%2F11c6cd6qs8!19sChIJs4NFsc-U9RQRo6kYOTGJ1OE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز عبد اللطيف للاسنان,مركز عبد اللطيف للاسنان,3.7,(32),عِيادة أسنان,·,Closed,03 4341113,,,Directions,,,"4Q3H+XWP, Alexandria - Marsa Matrouh Rd",· Opens 10 AM,·,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%B5%D8%B7%D9%81%D9%89+%D9%86%D8%A8%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f594bf53bd11d9:0x372231408a8c2b5f!8m2!3d31.0979454!4d29.7713217!16s%2Fg%2F11h79rpxfv!19sChIJ2RG9U7-U9RQRXyuMikAxIjc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور مصطفى نبيل,دكتور مصطفى نبيل,5.0,(2),طبيب باطنه,·,3QXC+5GG، طريق اسكندرية مطروح مقابل ميدان، الهانوفيل برج A الدور الثالث,010 05211320,,,Directions,,,·,Closed,· Opens 6 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f594d1e3d3f769:0x2a0ee8d74bd76e4e!8m2!3d31.106226!4d29.7820896!16s%2Fg%2F11h6glpy3l!19sChIJaffT49GU9RQRTm7XS9foDio?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور إبراهيم عبد القادر,دكتور إبراهيم عبد القادر,5.0,(3),جرَّاح,·,"4Q4J+FRW، أمام كافية أثينا،, Alex - Marsa Matrouh",010 12070122,,,Directions,,,·,Closed,· Opens 5 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D9%85%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B9%D8%B4%D8%B1%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594bf50018125:0x3b99e97313cc043f!8m2!3d31.0978352!4d29.7708544!16s%2Fg%2F11h1133ysm!19sChIJJYEBUL-U9RQRPwTME3PpmTs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد محمد العشرى,دكتور أحمد محمد العشرى,4.3,(6),طبيب جهاز عصبي,·,3QXC+48Q، طريق اسكندرية مطروح، مقابل ميدان الهانوفيل، العجمى,012 28314209,,,Directions,,,·,Closed,· Opens 4 PM,,,,,,,
,,,,https://www.google.com/maps/place/El+Khaber+Labs+-+Dr.+Ahmed+El-Shimi+-+%D9%85%D8%B9%D8%A7%D9%85%D9%84+%D8%A7%D9%84%D8%AE%D8%A8%D9%8A%D8%B1+%D9%84%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%8A%D9%84+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9+-+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B4%D9%8A%D9%85%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5955c193b92d3:0xf322a340855c3c4b!8m2!3d31.0865423!4d29.7475907!16s%2Fg%2F11kby7pphc!19sChIJ05I7GVyV9RQRSzxchUCjIvM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,El Khaber Labs - Dr. Ahmed El-Shimi - معامل الخبير للتحاليل الطبية - دكتور أحمد الشيمى,El Khaber Labs - Dr. Ahmed El-Shimi - معامل الخبير للتحاليل الطبية - دكتور أحمد الشيمى,5.0,(2),مختبر طبي,·,Closed,010 06131117,,,Directions,,,"In Front Of El Ahmady For Ceramic, Km 19.5 Alex Matrouh Rd, ABOU YOUSSEF",· Opens 8 AM,·,,,,,,,
,,,,https://www.google.com/maps/place/Esam+Mosaad+Daib/data=!4m7!3m6!1s0x14f59496e83ce65d:0xe6ace9484aa3a0ca!8m2!3d31.0937285!4d29.7615368!16s%2Fg%2F1tg_6v7z!19sChIJXeY86JaU9RQRyqCjSkjprOY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Esam Mosaad Daib,,,,أخصائي غدد صماء,·,,,,,Directions,,,1 Alexandria - Marsa Matrouh Rd,,,,,No reviews,Esam Mosaad Daib,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D9%88+%D9%85%D9%86%D8%A7%D8%B8%D9%8A%D8%B1+%D8%A7%D9%84%D8%A3%D9%86%D9%81+%D9%88+%D8%A7%D9%84%D8%A3%D8%B0%D9%86+%D9%88+%D8%A7%D9%84%D8%AD%D9%86%D8%AC%D8%B1%D8%A9+-+%D8%AF%2F%D8%A3%D9%85%D9%86%D9%8A%D8%A9+%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f59500128c41b1:0x5f96b7ec99ccf7f2!8m2!3d31.0972624!4d29.7693158!16s%2Fg%2F11ycj09t6j!19sChIJsUGMEgCV9RQR8vfMmey3ll8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة جراحة و مناظير الأنف و الأذن و الحنجرة - د/أمنية إبراهيم,عيادة جراحة و مناظير الأنف و الأذن و الحنجرة - د/أمنية إبراهيم,5.0,(10),عيادة طب الأنف والأذن والحنجرة,·,"امام مدرسه اللواء محمد نجيب, Alexandria - Marsa Matrouh Rd",012 78222722,https://www.facebook.com/dr.omnia.ibrahim.ent/,,Website,,Directions,Closed,·,· Opens 6:30 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+%D9%84%D9%84%D8%AA%D8%B1%D8%A8%D9%8A%D8%A9+%D8%A7%D9%84%D8%AE%D8%A7%D8%B5%D8%A9+%D9%81%D8%B1%D8%B9+%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f59355f7226269:0xdcdc7b02754ebdb3!8m2!3d31.0821129!4d29.7403378!16s%2Fg%2F11svp43t8j!19sChIJaWIi91WT9RQRs71OdQJ73Nw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز اسكندرية للتربية الخاصة فرع العجمي,مركز اسكندرية للتربية الخاصة فرع العجمي,4.7,(3),المركز التعليمي,·,بجوار مشويات أبو صابر، شارع اسكندرية مطروح، الرئيسي ك 21,012 81600009,,,Directions,,,·,Closed,· Opens 9 AM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86+%D8%AD%D8%A7%D9%81%D8%B8%E2%80%AD/data=!4m7!3m6!1s0x14f5950016b8a4cb:0x56036793c08eb78c!8m2!3d31.0899598!4d29.7545692!16s%2Fg%2F11xnrhd1fd!19sChIJy6S4FgCV9RQRjLeOwJNnA1Y?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عبد الرحمن حافظ,دكتور عبد الرحمن حافظ,,,جراح تقويم عظام,·,,,,,Directions,,,"3QQ3+WR6, Alexandria - Marsa Matrouh Rd",,,,,No reviews,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%AD%D9%85%D8%AF+%D8%B3%D8%B9%D9%8A%D8%AF+%D8%AD%D8%B3%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5949ad053bdff:0x5511150d4bd545c2!8m2!3d31.0900805!4d29.7546987!16s%2Fg%2F11fkr2mnfv!19sChIJ_71T0JqU9RQRwkXVSw0VEVU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور احمد سعيد حسن,دكتور احمد سعيد حسن,4.0,(3),طبيب الأطفال حديثي الولادة,·,"امام مدرسة الاورمان، طريق إسكندرية مطروح, Abou Youssef",010 27374254,,,Directions,,,·,Closed,· Opens 2 PM,,,,,,,
,,,,https://www.google.com/maps/place/Dr+Mohamed+Fath+Allah+Yakoot/data=!4m7!3m6!1s0x14f594c6faa3fbe5:0x3d46fd2014440fa1!8m2!3d31.1010374!4d29.7737727!16s%2Fg%2F1tggqwkg!19sChIJ5fuj-saU9RQRoQ9EFCD9Rj0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr Mohamed Fath Allah Yakoot,,4.7,(11),صحة,·,Closed,,,,Directions,,,5 Alexandria - Marsa Matrouh Rd,· Opens 7 PM,,,,,Dr Mohamed Fath Allah Yakoot,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D9%86%D8%AC+%D9%84%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D9%89+%D9%88%D8%B9%D9%84%D8%A7%D8%AC+%D8%A7%D9%84%D8%B3%D9%85%D9%86%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f594c6e5cd98fd:0x4071a2dbc6fadb57!8m2!3d31.1009361!4d29.7734159!16s%2Fg%2F11fslqytw9!19sChIJ_ZjN5caU9RQRV9v6xtuicUA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز سبورتنج للعلاج الطبيعى وعلاج السمنة,مركز سبورتنج للعلاج الطبيعى وعلاج السمنة,3.7,(3),عيادة للطب الرياضي,·,,,,,Directions,,,21 Alexandria - Marsa Matrouh Rd,,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%A3%D8%A8%D9%88%D9%82%D9%85%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f594bf53974e6f:0x4743d69a2d66b9c9!8m2!3d31.0979698!4d29.7713268!16s%2Fg%2F11h79kd9hm!19sChIJb06XU7-U9RQRyblmLZrWQ0c?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد أبوقمر,دكتور محمد أبوقمر,5.0,(2),جرّاح أوعية دموية,·,طريق اسكندرية مطروح مقابل، ميدان الهانوفيل,012 84008525,,,Directions,,,·,Closed,· Opens 5 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AC%D8%AF%D9%89+%D8%A7%D8%A8%D9%88+%D8%A7%D9%84%D9%8A%D9%85%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594bf07261ef3:0x15c5b6288867932a!8m2!3d31.0967821!4d29.7687901!16s%2Fg%2F11h0w34hq6!19sChIJ8x4mB7-U9RQRKpNniCi2xRU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور مجدى ابو اليمين,دكتور مجدى ابو اليمين,2.5,(12),عيادة طب الأنف والأذن والحنجرة,·,طريق اسكندرية مطروح مقابل، نقطة فوزى معاذ,012 24886552,,,Directions,,,·,Closed,· Opens 4 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B3%D8%A7%D9%84%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f594bf53bd740f:0xc9438ca4c6797c9!8m2!3d31.0979486!4d29.7713201!16s%2Fg%2F11fktdr2w0!19sChIJD3S9U7-U9RQRyZdnTMo4lAw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد سالم,دكتور محمد سالم,5.0,(7),طبيب أمراض الحساسية,·,طريق اسكندرية مطروح مقابل، ميدان الهانوفيل,011 16431291,,,Directions,,,·,Closed,· Opens 5 PM,,,,,,,
